Bujur,Lintang,FAA,Elevation_m,UTM_X,UTM_Y
123.214552,0.0021452,-147.62,-2890.0198,523874.3220159681,10000237.11072854
123.3631296,0.0031077,-147.61,-3313.4526,540407.5050815428,10000343.501169618
123.2138493,0.0021299,-147.59,-2886.0554,523796.1285496461,10000235.419596031
123.3638322,0.0031072,-147.58,-3315.8936,540485.6884543158,10000343.445930377
123.2131463,0.0021142,-147.57,-2882.0684,523717.9017042069,10000233.684251385
123.3645345,0.0031062,-147.55,-3318.4072,540563.8384500659,10000343.335425016
123.212443,0.002098,-147.54,-2878.0752,523639.6414796446,10000231.89364152
123.2117394,0.0020813,-147.52,-2874.045,523561.3478759572,10000230.047766449
123.3652364,0.0031045,-147.52,-3320.9863,540641.9439410813,10000343.14754706
123.2110354,0.0020643,-147.49,-2870.0117,523483.0097655596,10000228.168732334
123.365938,0.0031022,-147.49,-3323.5864,540720.0160550895,10000342.893349728
123.2103311,0.0020468,-147.47,-2865.9495,523404.6382760172,10000226.234433023
123.3666392,0.0030994,-147.46,-3326.3145,540798.04366436,10000342.583886229
123.2096266,0.0020287,-147.44,-2861.874,523326.24453489785,10000224.233815445
123.208922,0.0020101,-147.42,-2857.7844,523247.8396697615,10000222.177932687
123.3673399,0.003096,-147.42,-3329.0398,540876.015641174,10000342.208103312
123.2082172,0.0019907,-147.39,-2853.6687,523169.41255303146,10000220.033625524
123.3680403,0.003092,-147.39,-3331.8906,540953.9542409847,10000341.766000971
123.2075121,0.0019705,-147.37,-2849.5488,523090.9520571262,10000217.80089396
123.3687404,0.0030873,-147.36,-3334.7769,541031.8594637971,10000341.246525956
123.2068069,0.0019496,-147.34,-2845.4001,523012.4804371801,10000215.490791088
123.3694401,0.0030822,-147.33,-3337.7222,541109.7201818771,10000340.68283795
123.2061014,0.0019282,-147.31,-2841.248,522933.9754380341,10000213.12542307
123.3701394,0.0030764,-147.3,-3340.7598,541187.5363952348,10000340.041777233
123.2053958,0.0019065,-147.29,-2837.0837,522855.4593148253,10000210.726896064
123.3708383,0.00307,-147.27,-3343.7957,541265.3081038729,10000339.334397022
123.2046898,0.0018847,-147.26,-2832.9106,522776.8986848262,10000208.317316225
123.3715367,0.0030629,-147.24,-3346.976,541343.0241800563,10000338.549644062
123.2039836,0.0018627,-147.23,-2828.7324,522698.3158031749,10000205.885630475
123.2032772,0.0018405,-147.21,-2824.542,522619.71066985646,10000203.431838823
123.3722348,0.0030551,-147.2,-3350.154,541420.7068792566,10000337.68751834
123.2025708,0.0018182,-147.18,-2820.3523,522541.1055399982,10000200.966994343
123.3729325,0.0030467,-147.17,-3353.4187,541498.3450737377,10000336.759073071
123.2018642,0.0017958,-147.15,-2816.153,522462.4781584514,10000198.491097031
123.3736297,0.0030378,-147.14,-3356.7349,541575.9276357563,10000335.775361482
123.2011576,0.001773,-147.13,-2811.9524,522383.8507803434,10000195.97098768
123.3743267,0.0030285,-147.11,-3360.082,541653.4879485209,10000334.747436808
123.2004509,0.0017501,-147.1,-2807.752,522305.21227809385,10000193.4398255
123.1997444,0.0017274,-147.07,-2803.5552,522226.59603438113,10000190.930769715
123.3750234,0.0030191,-147.07,-3363.5369,541731.0148842875,10000333.708458766
123.199038,0.0017047,-147.04,-2799.359,522147.9909216318,10000188.42171418
123.3757199,0.0030095,-147.04,-3366.9905,541808.5195707972,10000332.647374112
123.1983317,0.0016816,-147.02,-2795.16,522069.3969398313,10000185.868446607
123.3764162,0.0029999,-147.01,-3370.5598,541886.0020080515,10000331.58628933
123.1976256,0.0016583,-146.99,-2790.9624,521990.8252165322,10000183.293073142
123.3771126,0.0029903,-146.97,-3374.1523,541963.4955792726,10000330.525204428
123.1969196,0.0016349,-146.96,-2786.7627,521912.2646241534,10000180.706646856
123.3778089,0.0029806,-146.94,-3377.8037,542040.9780289995,10000329.453066155
123.1962137,0.0016113,-146.93,-2782.5635,521833.7151626795,10000178.09811468
123.3785054,0.0029708,-146.91,-3381.531,542118.4827404622,10000328.369874518
123.1955079,0.001588,-146.9,-2778.3655,521755.1768320976,10000175.52274196
123.194802,0.0015655,-146.88,-2774.1694,521676.62737726496,10000173.035794036
123.3792021,0.0029608,-146.87,-3385.2654,542196.0097136844,10000327.264576267
123.1940962,0.001544,-146.85,-2769.978,521598.08905329,10000170.659377037
123.3798992,0.0029506,-146.84,-3389.1223,542273.581204162,10000326.137171404
123.1933903,0.0015234,-146.82,-2765.7905,521519.53960504127,10000168.38243787
123.3805967,0.0029404,-146.8,-3392.9812,542351.1972119181,10000325.009766417
123.1926843,0.0015037,-146.79,-2761.6062,521440.97903250565,10000166.204976529
123.3812945,0.0029304,-146.77,-3396.916,542428.8466092151,10000323.90446781
123.1919784,0.0014846,-146.76,-2757.4282,521362.4295907996,10000164.093833797
123.1912724,0.0014662,-146.73,-2753.2542,521283.86902478914,10000162.06006273
123.3819925,0.0029203,-146.73,-3400.8896,542506.518268342,10000322.788115827
123.1905664,0.0014487,-146.7,-2749.0854,521205.3084620175,10000160.125769451
123.3826906,0.0029104,-146.7,-3404.8884,542584.2010615614,10000321.69387022
123.1898604,0.001432,-146.67,-2744.9236,521126.7479024795,10000158.279900886
123.3833887,0.0029005,-146.66,-3408.9526,542661.8838611454,10000320.59962448
123.1891543,0.0014166,-146.64,-2740.7659,521048.1762185992,10000156.577722345
123.3840868,0.0028905,-146.63,-3413.0164,542739.5666671094,10000319.494325357
123.1884482,0.0014024,-146.61,-2736.6187,520969.60453792097,10000155.00818074
123.384785,0.0028804,-146.59,-3417.1362,542817.2606072107,10000318.377972843
123.1877419,0.0013892,-146.58,-2732.474,520891.0106053285,10000153.54916993
123.1870354,0.0013767,-146.55,-2728.3345,520812.3944208097,10000152.167530708
123.3854831,0.0028703,-146.55,-3421.2625,542894.9434259667,10000317.261620194
123.1863287,0.0013647,-146.52,-2724.1975,520733.7559843629,10000150.841156935
123.3861811,0.0028602,-146.52,-3425.4348,542972.6151233803,10000316.1452674
123.1856219,0.0013532,-146.49,-2720.0625,520655.1064235281,10000149.570048612
123.386879,0.0028505,-146.48,-3429.654,543050.2756994484,10000315.073127504
123.184915,0.001342,-146.46,-2715.9292,520576.4457382992,10000148.332099598
123.3875767,0.0028409,-146.45,-3433.8853,543127.9140264416,10000314.012040723
123.1842079,0.0013316,-146.43,-2711.7976,520497.7628011048,10000147.1825752
123.3882743,0.0028313,-146.41,-3438.2244,543205.5412321172,10000312.950953811
123.1835006,0.0013218,-146.4,-2707.6538,520419.0576119429,10000146.099369286
123.1827933,0.0013127,-146.37,-2703.5115,520340.3524259041,10000145.09353491
123.3889717,0.0028218,-146.37,-3442.5623,543283.146188729,10000311.900920024
123.1820858,0.0013045,-146.34,-2699.377,520261.6249878751,10000144.18717818
123.389669,0.0028125,-146.34,-3446.9998,543360.7400240344,10000310.87299263
123.1813783,0.0012972,-146.3,-2695.2495,520182.8975529484,10000143.380299088
123.3903661,0.0028036,-146.3,-3451.4753,543438.3116102788,10000309.889278151
123.1806706,0.0012907,-146.27,-2691.1292,520104.1478660065,10000142.66184456
123.3910629,0.0027955,-146.26,-3456.0012,543515.8498196937,10000308.993989658
