Bujur,Lintang,FAA,Elevation_m,UTM_X,UTM_Y
121.8045708,-0.8346393,-18.84,-432.676,366982.9671109164,9907726.998529231
122.287622,-1.8345464,-18.83,-1180.6849,420768.4722527944,9797211.037102995
122.9942132,-1.1012734,-18.81,-975.4606,499356.1921896485,9878276.049180549
122.5913891,-0.1700789,-18.81,-673.2566,454531.6481942827,9981200.689504337
122.2512695,0.0017112,-18.81,-1095.4972,416682.6540195765,10000189.155274335
123.372698,-1.000794,-18.803,8.600837,541465.9663006784,9889379.724476062
122.2793661,-2.0363379,-18.8,-1071.0767,419859.6686086049,9774904.617829485
123.1408706,-1.0007242,-18.8,-438.74313,515673.01179751166,9889389.458588982
123.103755,-0.896169,-18.799,-163.10384,511543.937367069,9900946.154519992
122.0390036,-2.0189985,-18.79,-820.0918,393126.0700110719,9776807.496617217
120.8722476,-1.3312128,-18.79,-38.05506,263243.17270445224,9852758.5554209
121.0977103,-0.8322813,-18.79,-929.54004,288305.8249924696,9907956.783865573
122.234865,-1.8335749,-18.78,-1098.3928,414900.3917453684,9797316.00546814
122.902454,-0.996918,-18.78,-803.69617,489147.199195748,9889810.335102163
122.2153911,-0.6643642,-18.77,-890.0652,412695.7573248157,9926560.82974097
122.0283138,-0.8347069,-18.76,-712.21765,391881.83556654514,9907726.385595424
122.2882833,-1.8345542,-18.75,-1182.2594,420842.0269701987,9797210.204157991
123.6805097,-0.8355956,-18.74,-1115.5286,575717.4843482366,9907634.956353176
123.09213,-1.082513,-18.733,-932.0157,510249.9493437524,9880349.48955583
123.1069382,-0.4565246,-18.73,-424.17038,511899.1760010213,9949540.215710578
122.2800065,-2.0363757,-18.72,-1068.924,419930.8919120674,9774900.471227186
123.3247211,-0.5875149,-18.72,-9.98029,536131.636170838,9935060.878282651
123.14457,-0.93135,-18.696,-3.8590531,516084.9275164931,9897057.420664333
122.0383696,-2.018967,-18.69,-818.3749,393055.5531618338,9776810.937163834
123.0017097,-1.101605,-18.69,-1008.73303,500190.2118770304,9878239.397851568
122.9972145,-1.1014132,-18.69,-989.5809,499690.1004752515,9878260.59750284
120.8729915,-1.3312019,-18.69,-40.36644,263325.98431702115,9852759.832507806
122.5906788,-0.1700654,-18.69,-672.2026,454452.6078753116,9981202.180023683
122.2505798,0.0017113,-18.69,-1095.0454,416605.9010740202,10000189.166358262
123.80485,-1.365291,-18.682,-1141.1965,589537.3599529353,9849079.051276358
122.2341949,-1.8335541,-18.67,-1099.3407,414825.856649931,9797318.2728599
122.2889445,-1.8345622,-18.67,-1183.8333,420915.5705624673,9797209.349073688
122.2146165,-0.6643766,-18.67,-885.73895,412609.561569776,9926559.44534284
122.915715,-0.931174,-18.666,-389.41125,490622.41663230537,9897077.091761222
123.1416136,-1.0007557,-18.65,-441.80435,515755.6766714369,9889385.973312115
122.2806471,-2.0364142,-18.63,-1066.7723,420002.137479516,9774896.247229556
121.803817,-0.8346479,-18.63,-431.8124,366899.07878785697,9907726.0222529
122.0377357,-2.0189349,-18.6,-816.6577,392985.0473797232,9776814.444019074
121.0969613,-0.832291,-18.6,-928.58997,288222.4430357017,9907955.67089095
120.8737356,-1.3311902,-18.59,-42.6453,263408.81807829114,9852761.198073484
122.2896055,-1.8345704,-18.58,-1185.3114,420989.09190689545,9797208.47184568
122.9017223,-0.9969052,-18.58,-801.2633,489065.79138534586,9889811.747472713
122.0290568,-0.8347069,-18.58,-708.276,391964.51610488415,9907726.406016525
122.6182529,-0.6667447,-18.58,-325.27383,457523.64617251215,9926302.997507663
122.24989,0.001711,-18.58,-1094.6761,416529.1369878208,10000189.133226393
122.2138424,-0.6643894,-18.57,-881.3561,412523.42144516384,9926558.01672327
122.2335245,-1.8335342,-18.56,-1100.3993,414751.28821515176,9797320.440723192
122.9949637,-1.1013101,-18.56,-979.04877,499439.6887339692,9878271.99286436
122.5899692,-0.1700517,-18.56,-671.1376,454373.6454428587,9981203.692648623
123.4633965,-1.0048711,-18.55,-909.37494,551557.1167815304,9888927.780170295
122.2812878,-2.0364533,-18.54,-1064.5824,420073.39418453694,9774891.95688566
123.003207,-1.1016661,-18.54,-1014.4738,500356.79328387335,9878232.64430326
122.0371019,-2.0189023,-18.51,-814.95306,392914.55267120514,9776818.006128278
121.1849357,-1.1667688,-18.51,-738.9231,298036.4008464068,9870971.655606655
123.0024584,-1.1016359,-18.51,-1011.69073,500273.5081439699,9878235.982402217
123.1423567,-1.0007866,-18.51,-444.85553,515838.3526751656,9889382.554334257
123.0039557,-1.1016964,-18.5,-1017.24817,500440.0895475963,9878229.29513032
123.0009611,-1.1015738,-18.5,-1005.7776,500106.9267338687,9878242.846439123
123.103237,-0.895723,-18.496,-164.52736,511486.30523388286,9900995.45275038
122.2902664,-1.8345787,-18.49,-1186.741,421062.6021217853,9797207.583532391
122.9964644,-1.10138,-18.49,-986.12024,499606.6484393841,9878264.267025508
120.8744798,-1.3311776,-18.49,-44.899803,263491.6628465688,9852762.663168902
123.0062009,-1.1017909,-18.48,-1024.9839,500689.8781992764,9878218.849576443
122.2130686,-0.6644022,-18.47,-876.891,412437.3146883572,9926556.588094989
123.145088,-0.931797,-18.461,-3.6691954,516142.5585344741,9897008.011075215
122.2819285,-2.036493,-18.46,-1062.3784,420144.6509056584,9774887.600190558
122.2492001,0.0017103,-18.46,-1094.3037,416452.3617609646,10000189.055878704
122.2328541,-1.8335154,-18.45,-1101.4642,414676.719819099,9797322.486964
123.805432,-1.365785,-18.428,-1140.6636,589602.0918528575,9849024.422015458
121.8030633,-0.8346564,-18.42,-431.03098,366815.2015673799,9907725.057018792
122.0364682,-2.0188692,-18.41,-813.25574,392844.0690362149,9776821.623491488
122.2909271,-1.8345875,-18.41,-1188.1483,421136.0901019724,9797206.639913555
122.58926,-0.1700374,-18.41,-670.07574,454294.7275127814,9981205.271591626
121.0962125,-0.8323003,-18.41,-927.6047,288139.0832865669,9907954.602146955
122.0297999,-0.8347069,-18.4,-704.1124,392047.2077528631,9907726.426424736
122.9927119,-1.1011977,-18.39,-968.0576,499189.1657175471,9878284.415969856
120.8752241,-1.3311639,-18.38,-47.120476,263574.5186028836,9852764.24991533
122.9009905,-0.9968923,-18.38,-798.8286,488984.3724463493,9889813.170877954
123.092662,-1.08297,-18.377,-925.3263,510309.13566310017,9880298.97527397
123.0054528,-1.101759,-18.37,-1022.4833,500606.6486934716,9878222.37566078
122.9919613,-1.1011585,-18.37,-964.28156,499105.6580404591,9878288.74854912
122.2122952,-0.6644151,-18.37,-872.39484,412351.2524289268,9926555.148405712
123.1430999,-1.000817,-18.36,-448.07007,515921.0398082815,9889379.190602325
122.2825693,-2.0365332,-18.35,-1060.1709,420215.91875928594,9774883.188203238
122.2485097,0.0017091,-18.35,-1094.036,416375.530879592,10000188.92326123
122.2321837,-1.8334978,-18.34,-1102.5527,414602.15146664303,9797324.400528148
123.372117,-1.000304,-18.338,8.098492,541401.3301120994,9889433.892852455
122.0358345,-2.0188359,-18.32,-811.5574,392773.58537213306,9776825.262938015
122.2915875,-1.8345968,-18.31,-1189.4255,421209.54472473095,9797205.640984816
122.6190234,-0.6667551,-18.29,-319.75,457609.3797655995,9926301.854608515
122.9934626,-1.1012361,-18.28,-971.76105,499272.6845175744,9878280.17179397
120.8759685,-1.3311494,-18.28,-49.344486,263657.3853759342,9852765.92513046
123.106568,-0.4571804,-18.28,-420.4893,511857.9821616276,9949467.73054538
123.0076966,-1.1018557,-18.27,-1029.7494,500856.281578393,9878211.686814742
122.5885511,-0.1700228,-18.27,-669.0121,454215.842958043,9981206.883692602
122.2115221,-0.6644283,-18.27,-867.8077,412265.22354260704,9926553.675545538
123.0069489,-1.1018232,-18.26,-1027.391,500773.0965778733,9878215.279259048
122.9979644,-1.101446,-18.26,-992.9513,499773.53025828087,9878256.972171346
122.2832101,-2.0365739,-18.25,-1057.9174,420287.18662397,9774878.720918763
123.0047043,-1.1017275,-18.25,-1019.8913,500523.3746841194,9878225.857512096
123.0002123,-1.1015424,-18.24,-1002.6623,500023.6193380904,9878246.317111854
122.9994633,-1.1015107,-18.23,-999.515,499940.2896896592,9878249.820922785
122.247819,0.0017071,-18.23,-1093.7673,416298.6666005749,10000188.702212049
122.915193,-0.930724,-18.223,-365.94592,490564.3374613734,9897126.829075895
123.145606,-0.932244,-18.222,-2.8858979,516200.1895382757,9896958.601475222
122.035201,-2.0188022,-18.22,-809.8714,392703.1239102447,9776828.946590502
122.2315133,-1.8334813,-18.22,-1103.6672,414527.5831531741,9797326.192469694
122.2922478,-1.8346065,-18.22,-1190.7021,421282.988231016,9797204.597808994
123.0084441,-1.1018886,-18.22,-1031.972,500939.4443262293,9878208.050137429
123.1438434,-1.0008471,-18.22,-451.32162,516003.7603215546,9889375.860009195
122.0305432,-0.834707,-18.22,-699.90894,392129.9216411453,9907726.435768183
121.8023096,-0.8346649,-18.22,-430.29022,366731.3243240671,9907724.09176808
121.0954639,-0.8323095,-18.22,-926.5681,288055.7457610853,9907953.54445613
123.102719,-0.895276,-18.187,-166.07803,511428.6730901117,9901044.861501385
120.876713,-1.3311346,-18.18,-51.564957,263740.26321343123,9852767.63351065
123.806013,-1.366279,-18.173,-1139.9313,589666.7124744013,9848969.792760294
122.9002586,-0.9968794,-18.17,-796.52386,488902.9423790715,9889814.594264831
123.6812522,-0.8355763,-18.17,-1118.2734,575800.1035212415,9907637.075420585
122.2107493,-0.6644415,-18.17,-863.2104,412179.2280241192,9926552.202676684
122.283851,-2.0366153,-18.16,-1055.6667,420358.4656308652,9774874.176234078
122.5878424,-0.1700079,-18.16,-667.9492,454136.9806508996,9981208.528951325
122.2929077,-1.8346165,-18.13,-1191.8783,421356.3872483881,9797203.521426903
123.0091916,-1.1019218,-18.13,-1034.1892,501022.60707229626,9878204.380280094
122.998714,-1.1014785,-18.13,-996.26624,499856.926663069,9878253.379977986
122.0345675,-2.0187679,-18.12,-808.1848,392632.6623929428,9776832.69654523
122.2471279,0.0017043,-18.12,-1093.5477,416221.7577954203,10000188.392731115
123.0099389,-1.1019553,-18.11,-1036.2316,501105.747565682,9878200.67724282
123.4641531,-1.004853,-18.11,-917.09607,551641.2976161555,9888929.768886264
122.230843,-1.8334657,-18.1,-1104.7832,414453.0259921655,9797327.884901598
120.8774578,-1.3311196,-18.08,-53.789867,263823.1743893238,9852769.364014309
123.3241596,-0.5880641,-18.08,-9.330363,536069.1540103857,9935000.177767046
123.144587,-1.0008768,-18.07,-454.6675,516086.49196382094,9889372.573608909
122.2099766,-0.6644549,-18.07,-858.51495,412093.2436213604,9926550.707687454
122.2844918,-2.0366576,-18.06,-1053.3962,420429.7335469221,9774869.5320313
121.1856712,-1.1667727,-18.06,-736.2529,298118.26830561995,9870971.27713693
122.2935674,-1.8346269,-18.04,-1192.9922,421429.76402655727,9797202.400793426
122.5871338,-0.1699931,-18.04,-666.89484,454058.1294645516,9981210.163154392
122.0312866,-0.8347066,-18.04,-695.55194,392212.6466254592,9907726.500371829
121.0947153,-0.8323184,-18.04,-925.47736,287972.40818352764,9907952.519926108
123.093194,-1.083426,-18.023,-918.36444,510368.32196836366,9880248.571510632
122.0339342,-2.0187333,-18.02,-806.4959,392562.2230842876,9776836.47965129
122.9957141,-1.1013458,-18.02,-982.6402,499523.17415053776,9878268.047057604
121.8015561,-0.834673,-18.01,-429.66785,366647.4693019712,9907723.17072939
122.2464363,0.0017006,-18.0,-1093.3683,416144.7933356292,10000187.983764432
122.6197939,-0.6667666,-17.99,-314.28622,457695.1133600018,9926300.590110246
122.2301725,-1.8334509,-17.98,-1105.9034,414378.4466104295,9797329.4888636
120.8782027,-1.3311039,-17.98,-56.02811,263906.09659161465,9852771.17192567
122.2092039,-0.6644687,-17.98,-853.8209,412007.2592100568,9926549.1684679
123.146124,-0.932691,-17.98,-0.21958436,516257.8205278951,9896909.19186434
122.8995269,-0.9968663,-17.97,-794.25464,488821.53456034494,9889816.039740462
122.2851328,-2.0367007,-17.96,-1051.1063,420501.0237312882,9774864.799379293
122.2942268,-1.8346377,-17.94,-1194.0892,421503.1074428196,9797201.235904217
123.1453309,-1.0009063,-17.93,-458.08,516169.2569858396,9889369.309294311
122.0333009,-2.0186981,-17.92,-804.8026,392491.7837200822,9776840.329059675
123.806595,-1.366773,-17.916,-1138.8971,589731.4443267814,9848915.163436243
122.2457442,0.0016963,-17.89,-1093.1963,416067.7732211766,10000187.508473853
120.8789478,-1.331088,-17.88,-58.271385,263989.0410001416,9852773.00195076
122.5864254,-0.1699782,-17.88,-665.8494,453979.3005262511,9981211.808408633
122.2084313,-0.6644829,-17.88,-849.0389,411921.2859180298,9926547.585019778
123.371536,-0.999815,-17.872,8.484016,541336.6938931085,9889487.95067734
123.102201,-0.894829,-17.87,-165.29694,511371.0409326337,9901094.270242514
122.229502,-1.8334372,-17.86,-1107.026,414303.86726801394,9797330.97120284
122.0320301,-0.8347056,-17.86,-691.09766,392295.3827031216,9907726.631290238
121.0939669,-0.8323269,-17.85,-924.3597,287889.0928135674,9907951.539626874
122.294886,-1.8346491,-17.84,-1195.0273,421576.4286285382,9797200.004655791
123.0106859,-1.1019896,-17.83,-1038.2732,501188.854680726,9878196.885760425
123.1061982,-0.4578365,-17.83,-416.74588,511816.8328368245,9949395.21221993
122.0326678,-2.0186627,-17.82,-803.10815,392421.36657100206,9776844.200564755
121.8008026,-0.8346808,-17.8,-429.05267,366563.6142468944,9907722.282840518
122.989709,-1.1010382,-17.78,-952.7609,498855.0793668169,9878302.044592911
120.8796933,-1.3310718,-17.78,-60.52389,264072.02986975457,9852774.86516936
123.146075,-1.0009355,-17.78,-461.52658,516252.04426228313,9889366.078118963
122.2076588,-0.6644976,-17.78,-844.2546,411835.3237470696,9926545.946288986
122.91467,-0.930275,-17.778,-340.33868,490506.1470176636,9897176.455850048
122.2450514,0.0016916,-17.77,-1093.1045,415990.6751950904,10000186.988967296
122.8987953,-0.9968531,-17.76,-792.06854,488740.1378646423,9889817.49625147
122.5857171,-0.1699633,-17.75,-664.8113,453900.48270849336,9981213.453660512
122.2955449,-1.8346608,-17.74,-1195.9645,421649.7164479283,9797198.740205703
123.146641,-0.933139,-17.735,4.3666434,516315.34023805056,9896859.671716493
122.2288313,-1.8334244,-17.73,-1108.1342,414229.2657098206,9797332.354017926
122.0320348,-2.0186268,-17.72,-801.4222,392350.9604950537,9776848.127324129
122.9912106,-1.1011192,-17.72,-960.47797,499022.1392355478,9878293.092160389
122.988958,-1.1009967,-17.72,-948.87256,498771.5271774607,9878306.631308028
122.6205645,-0.6667788,-17.7,-308.83627,457780.8580792638,9926299.2482268
123.0121791,-1.1020607,-17.68,-1042.0372,501354.9799009865,9878189.026407272
120.880439,-1.331055,-17.68,-62.784008,264155.0409075557,9852776.794744257
122.0327737,-0.8347038,-17.68,-686.5598,392378.1298687395,9907726.850632597
122.2068861,-0.6645125,-17.68,-839.4071,411749.3393083862,9926544.285432396
123.093726,-1.083883,-17.671,-911.2062,510427.5082527533,9880198.057204628
123.0114326,-1.1020249,-17.66,-1040.1729,501271.9284172919,9878192.98372684
121.0932187,-0.832335,-17.66,-923.17194,287805.799651199,9907950.603558503
122.2443581,0.0016866,-17.66,-1093.0103,415913.5215142752,10000186.436298706
123.807176,-1.367267,-17.656,-1137.7988,589796.0649007786,9848860.534117972
122.2962037,-1.8346731,-17.64,-1196.7936,421722.99315937184,9797197.409400882
122.988207,-1.1009547,-17.64,-944.95026,498687.97498536087,9878311.273267351
123.4649097,-1.0048339,-17.64,-924.8063,551725.4784764918,9888931.868117211
123.1468191,-1.0009646,-17.64,-465.05518,516334.8315405136,9889362.857977692
122.031402,-2.0185906,-17.62,-799.73865,392280.5766275779,9776852.087235006
122.5850089,-0.1699485,-17.62,-663.81165,453821.6760115041,9981215.087856742
122.2281605,-1.8334131,-17.6,-1109.2296,414154.6530873752,9797333.570988828
121.1864066,-1.1667761,-17.6,-733.3893,298200.1245646578,9870970.953932049
123.6819949,-0.8355581,-17.6,-1121.027,575882.7449409796,9907639.07287719
122.2061133,-0.6645272,-17.59,-834.54236,411663.34372268687,9926542.646668116
120.8811848,-1.3310376,-17.58,-65.03605,264238.0629814281,9852778.790665772
121.8000492,-0.834688,-17.58,-428.60764,366479.7702774592,9907721.461271292
122.9904598,-1.1010791,-17.56,-956.6377,498938.60930254246,9878297.524174975
122.8980639,-0.9968397,-17.55,-789.9636,488658.7634174426,9889818.974851262
122.2436642,0.0016816,-17.55,-1092.9817,415836.3010502284,10000185.88362999
123.101683,-0.894383,-17.548,-162.43025,511313.40875838685,9901143.568443287
122.2968623,-1.8346856,-17.54,-1197.5381,421796.2476227604,9797196.05645281
123.0129254,-1.1020971,-17.53,-1043.8057,501438.0091317406,9878185.002748692
122.9859537,-1.1008245,-17.53,-933.1479,498437.2850150681,9878325.663247
122.0307692,-2.0185545,-17.52,-798.05566,392210.1927504164,9776856.036065256
122.9852025,-1.1007799,-17.51,-929.21704,498353.7105601714,9878330.59250134
122.9874559,-1.1009121,-17.49,-941.0299,498604.4116649645,9878315.981523888
123.1475633,-1.0009935,-17.49,-468.58112,516417.6299468904,9889359.659923073
122.0335174,-0.8347012,-17.49,-681.8767,392460.8881223699,9907727.15839883
122.2053404,-0.6645417,-17.49,-829.6378,411577.3369899389,9926541.029996157
123.147159,-0.933586,-17.487,9.891962,516372.971199284,9896810.262083815
120.8819307,-1.3310197,-17.48,-67.27801,264321.0961009315,9852780.841873132
122.5843009,-0.1699328,-17.48,-662.81616,453742.89156063896,9981216.82153054
122.2274896,-1.8334032,-17.47,-1110.3279,414080.0293960839,9797334.633169584
121.0924706,-0.8323426,-17.47,-921.9779,287722.5175585229,9907949.722774878
122.2975208,-1.8346986,-17.44,-1198.2751,421869.4909737798,9797194.648204032
123.3235984,-0.5886134,-17.43,-8.827506,536006.7052429735,9934939.46619668
122.2429696,0.0016764,-17.43,-1092.9766,415759.00267442345,10000185.308853203
122.0301366,-2.018518,-17.42,-796.3941,392139.8310750955,9776860.029101802
122.6213352,-0.6667916,-17.41,-303.44754,457866.613922512,9926297.840011451
123.370955,-0.999326,-17.404,10.301452,541272.0576562743,9889542.008483475
122.2045674,-0.6645562,-17.4,-824.7108,411491.3191136728,9926539.41330834
123.807758,-1.367761,-17.394,-1136.5729,589860.7967055802,9848805.904730704
122.9867048,-1.1008686,-17.39,-937.08673,498520.8483415123,9878320.789236814
120.8826767,-1.3310013,-17.38,-69.50826,264404.14026611974,9852782.948366247
123.1058288,-0.4584928,-17.38,-412.94315,511775.7280267764,9949322.67178725
121.7992959,-0.8346948,-17.37,-428.16214,366395.93740036944,9907720.683910834
122.5835932,-0.1699181,-17.36,-661.8801,453664.14048815146,9981218.44466949
123.1483078,-1.0010223,-17.35,-472.19315,516500.46173264296,9889356.472901016
122.2268184,-1.8333948,-17.34,-1111.3651,414005.3723951605,9797335.529496372
122.2981792,-1.8347121,-17.34,-1198.8064,421942.72321238415,9797193.184654584
122.8973328,-0.996826,-17.34,-787.89374,488577.4223442192,9889820.486593258
122.914147,-0.929825,-17.331,-313.86557,490447.95655633934,9897226.193147268
122.984451,-1.1007349,-17.32,-925.2901,498270.102725904,9878335.565946674
122.2422743,0.0016707,-17.32,-1092.996,415681.6263868014,10000184.678806398
123.094257,-1.084339,-17.32,-903.80286,510486.5832677639,9880147.65342059
122.029504,-2.0184811,-17.31,-794.7309,392069.4693570876,9776864.066331422
122.0342613,-0.8346978,-17.31,-677.17126,392543.6685919834,9907727.554591613
122.2037942,-0.6645709,-17.3,-819.7593,411405.27896959055,9926537.774494682
120.8834226,-1.3309828,-17.28,-71.685875,264487.17325071164,9852785.065883305
121.0917227,-0.8323498,-17.28,-920.7012,287639.2576733967,9907948.88622226
123.0136717,-1.1021342,-17.25,-1045.5017,501521.03836036567,9878180.901697963
123.147677,-0.934034,-17.237,14.718186,516430.6021416712,9896760.741909504
122.2988375,-1.8347261,-17.23,-1199.3368,422015.9443385276,9797191.665804498
122.5828858,-0.1699036,-17.23,-660.9585,453585.42279214406,9981220.045699967
122.9836993,-1.1006891,-17.22,-921.41046,498186.4726374344,9878340.627795223
123.101165,-0.893936,-17.219,-158.00806,511255.7765735237,9901192.977164708
122.0288714,-2.018444,-17.21,-793.08417,391999.1076095314,9776868.12564467
123.0159098,-1.1022535,-17.21,-1050.2156,501770.0370271894,9878167.714177584
122.2030208,-0.6645857,-17.21,-814.781,411319.2165558911,9926536.124609249
122.2415783,0.0016645,-17.21,-1093.0708,415604.1721873105,10000183.99348955
122.226147,-1.833388,-17.2,-1112.4072,413930.6932124007,9797336.248919751
123.1490524,-1.0010509,-17.2,-475.7928,516583.3046466008,9889353.307965586
120.8841685,-1.3309648,-17.18,-73.86488,264570.2062438533,9852787.128069963
121.7985427,-0.8347011,-17.16,-427.84164,366312.11561222223,9907719.96181466
121.1871417,-1.1667789,-17.15,-730.47424,298281.947354847,9870970.697036223
123.0166553,-1.1022954,-17.15,-1051.625,501852.9772419191,9878163.08249783
123.808339,-1.368255,-17.132,-1135.2773,589925.4172319999,9848751.27534926
123.4656661,-1.004814,-17.13,-932.5144,551809.6371071467,9888934.055759538
122.8966022,-0.9968122,-17.13,-785.9423,488496.1368973138,9889822.009372069
122.0350054,-0.8346934,-17.13,-672.30023,392626.471272208,9907728.061320083
122.2994958,-1.8347406,-17.12,-1199.745,422089.1654748289,9797190.091658164
122.2022472,-0.6646004,-17.12,-809.78815,411233.1318689865,9926534.48576022
122.9829472,-1.1006429,-17.11,-917.5588,498102.7980440187,9878345.733834662
122.6221061,-0.6668046,-17.11,-298.09143,457952.3920133253,9926296.40967812
122.0282389,-2.0184068,-17.1,-791.45685,391928.7569612478,9776872.195993464
123.0151639,-1.1022126,-17.1,-1048.6877,501687.0523080739,9878172.23530631
122.2408817,0.0016575,-17.1,-1093.1395,415526.651204371,10000183.219740683
122.5821789,-0.1698884,-17.09,-660.0635,453506.7607259528,9981221.72410217
121.0909749,-0.8323564,-17.09,-919.4207,287556.0088525581,9907948.11601374
120.8849143,-1.3309467,-17.08,-75.93704,264653.22805643314,9852789.201280612
122.2254754,-1.8333828,-17.06,-1113.4014,413855.9918479785,9797336.791439615
123.0144178,-1.1021727,-17.06,-1047.1455,501604.0453355431,9878176.64588387
123.1497972,-1.0010795,-17.06,-479.4127,516666.1698136315,9889350.143010112
123.6827378,-0.8355408,-17.03,-1123.7866,575965.4086112442,9907640.970830563
122.2014734,-0.664615,-17.03,-804.76654,411147.0249088376,9926532.85794759
122.3001541,-1.8347557,-17.02,-1200.0311,422162.3866255605,9797188.451161658
122.9806892,-1.1005001,-17.01,-906.11176,497851.58511050255,9878361.516053343
122.0276064,-2.0183692,-17.0,-789.8277,391858.4062701477,9776876.3105354
122.2401846,0.0016497,-16.99,-1093.2817,415449.0745664176,10000182.357559748
123.148195,-0.934482,-16.983,14.881291,516488.2330698189,9896711.221724248
120.88566,-1.3309281,-16.98,-78.01471,264736.23865055264,9852791.329757793
123.094788,-1.084796,-16.969,-896.0418,510545.6582618824,9880097.139093896
122.5814724,-0.1698738,-16.96,-659.19324,453428.1431649386,9981223.336182944
123.0174005,-1.102338,-16.95,-1053.0331,501935.8840778371,9878158.373426149
122.0357495,-0.8346882,-16.94,-667.4331,392709.2739127034,9907728.656469496
121.7977896,-0.8347067,-16.94,-427.54584,366228.30490621726,9907719.317093773
123.370374,-0.998838,-16.936,17.679766,541207.4213891485,9889595.955738168
123.1054599,-0.4591494,-16.93,-409.12418,511734.6788584829,9949250.098194145
122.2006994,-0.6646294,-16.93,-799.7371,411060.8956736275,9926531.25222546
122.2248037,-1.8333788,-16.92,-1114.353,413781.279405797,9797337.201277206
122.8958723,-0.9967986,-16.92,-783.9909,488414.9293294424,9889823.510029268
122.3008124,-1.8347712,-16.91,-1200.3162,422235.6077820213,9797186.7664229
123.1505421,-1.0011084,-16.91,-483.02576,516749.046106381,9889346.944875864
121.0902272,-0.8323625,-16.9,-918.0758,287472.7711013199,9907947.401090205
122.026974,-2.0183314,-16.89,-788.2445,391788.0666716441,9776880.447167668
123.100647,-0.89349,-16.885,-148.13898,511198.1443719373,9901242.275345804
122.913624,-0.929375,-16.883,-286.3236,490389.76608006406,9897275.930437112
122.239487,0.0016413,-16.88,-1093.4254,415371.4422734232,10000181.429054672
120.8864056,-1.3309091,-16.87,-80.01461,264819.2380357755,9852793.502440806
123.808921,-1.368749,-16.869,-1134.1052,589990.1489891954,9848696.645898702
122.1999253,-0.6646433,-16.84,-794.6761,410974.755285784,9926529.70175794
123.0181453,-1.1023816,-16.83,-1054.3525,502018.7464092503,9878153.553803492
122.5807663,-0.1698599,-16.83,-658.32227,453349.5701093512,9981224.870888978
122.6228771,-0.6668177,-16.82,-292.78964,458038.18122386624,9926294.968279203
122.3014707,-1.8347874,-16.79,-1200.3027,422308.82895711774,9797185.004280074
122.0263415,-2.0182931,-16.78,-786.66907,391717.71590136224,9776884.63904122
122.2241319,-1.8333762,-16.78,-1115.3027,413706.5558955652,9797337.456324177
122.9821948,-1.1005962,-16.78,-913.7237,498019.090070998,9878350.895118073
123.3230372,-0.5891627,-16.78,-8.326345,535944.2564879704,9934878.754626676
123.0188897,-1.1024266,-16.77,-1055.6554,502101.5642358105,9878148.579417707
120.8871512,-1.3308899,-16.77,-81.994255,264902.23736325424,9852795.697217884
123.1512873,-1.0011378,-16.77,-486.5792,516831.95577552,9889343.691455642
122.2387888,0.0016321,-16.76,-1093.6101,415293.74319685344,10000180.412117451
122.0364939,-0.8346825,-16.75,-662.375,392792.1099053846,9907729.306884164
122.199151,-0.6646566,-16.75,-789.61163,410888.5926156224,9926528.21759736
121.7970367,-0.8347117,-16.73,-427.33426,366144.5164144779,9907718.738696167
123.148713,-0.934929,-16.726,14.79508,516545.863988397,9896661.812058754
122.9814422,-1.1005485,-16.72,-909.91327,497935.3598434251,9878356.166910732
121.0894797,-0.8323682,-16.71,-916.71436,287389.5555575725,9907946.73039791
122.8951428,-0.9967853,-16.7,-782.21716,488333.76626344107,9889824.977510786
121.1878767,-1.1667814,-16.69,-727.42914,298363.7589592746,9870970.473287906
122.0257091,-2.0182542,-16.68,-785.10803,391647.3761971084,9776888.897224143
122.3021288,-1.8348042,-16.68,-1200.2788,422382.027901148,9797183.175778478
120.8878968,-1.3308707,-16.68,-83.92184,264985.2366519697,9852797.89196776
122.5800607,-0.1698456,-16.68,-657.47534,453271.0526843026,9981226.449806849
123.4664226,-1.0047938,-16.67,-940.1953,551893.8068787977,9888936.276541485
122.1983766,-0.6646695,-16.66,-784.51965,410802.4187945195,9926526.777637336
122.2380901,0.0016222,-16.65,-1093.8293,415215.9884651581,10000179.317802029
122.22346,-1.8333752,-16.64,-1116.1423,413631.8213270254,9797337.534472164
123.1520327,-1.0011677,-16.62,-490.09012,516914.8876951736,9889340.382749934
123.095318,-1.085252,-16.62,-888.0695,510604.6219867113,9880046.735289227
123.809503,-1.369243,-16.604,-1132.8436,590054.8807225756,9848642.016416457
123.0196338,-1.1024734,-16.58,-1056.8794,502184.3486825733,9878143.40605656
122.9799361,-1.1004511,-16.58,-902.3412,497767.7992486034,9878366.931493064
120.8886422,-1.3308519,-16.58,-85.801765,265068.2136755957,9852800.0424289
122.0250767,-2.0182148,-16.57,-783.61053,391577.0364431748,9776893.210655076
122.3027871,-1.8348217,-16.57,-1200.1478,422455.2491089916,9797181.26988156
122.0372384,-0.8346763,-16.57,-657.2946,392874.9569944644,9907730.012558583
122.1976019,-0.6646818,-16.57,-779.42395,410716.2115631361,9926525.403982492
123.100129,-0.893043,-16.545,-132.12592,511140.5121597117,9901291.684047565
122.5793555,-0.1698307,-16.54,-656.6316,453192.5797615639,9981228.095042938
122.2373911,0.0016114,-16.54,-1094.0563,415138.20033526456,10000178.124000372
