lon,lat,faa_topex
120.1583,-0.8915,33.9
120.175,-0.8915,23
120.1917,-0.8915,16.8
120.2083,-0.8915,15
120.225,-0.8915,17.1
120.2417,-0.8915,22.3
120.2583,-0.8915,29.7
120.275,-0.8915,39.1
120.2917,-0.8915,44.8
120.3083,-0.8915,40.9
120.325,-0.8915,28.9
120.3417,-0.8915,15.8
120.3583,-0.8915,8.1
120.375,-0.8915,5.9
120.3917,-0.8915,6.5
120.4083,-0.8915,7.5
120.425,-0.8915,8.4
120.4417,-0.8915,10.4
120.4583,-0.8915,13.8
120.475,-0.8915,17.3
120.4917,-0.8915,19.3
120.5083,-0.8915,20.6
120.525,-0.8915,22
120.5417,-0.8915,22.2
120.5583,-0.8915,20
120.575,-0.8915,15.8
120.5917,-0.8915,11.4
120.6083,-0.8915,8.5
120.625,-0.8915,8.2
120.6417,-0.8915,9.6
120.6583,-0.8915,12.1
120.675,-0.8915,15
120.6917,-0.8915,18.6
120.7083,-0.8915,23
120.725,-0.8915,27.7
120.7417,-0.8915,30.8
120.7583,-0.8915,30.9
120.775,-0.8915,28.7
120.7917,-0.8915,25.7
120.8083,-0.8915,22.7
120.825,-0.8915,19.7
120.8417,-0.8915,16.7
120.8583,-0.8915,14
120.875,-0.8915,12.1
120.8917,-0.8915,11
120.9083,-0.8915,9
120.925,-0.8915,4.6
120.9417,-0.8915,-1.6
120.9583,-0.8915,-8.6
120.975,-0.8915,-17
120.9917,-0.8915,-27
121.0083,-0.8915,-37.7
121.025,-0.8915,-47.2
121.0417,-0.8915,-55.3
121.0583,-0.8915,-62.3
121.075,-0.8915,-69
121.0917,-0.8915,-75.5
121.1083,-0.8915,-81
121.125,-0.8915,-85
121.1417,-0.8915,-87.8
121.1583,-0.8915,-89.7
121.175,-0.8915,-90.5
121.1917,-0.8915,-89.9
121.2083,-0.8915,-88.6
121.225,-0.8915,-87.6
121.2417,-0.8915,-87
121.2583,-0.8915,-86.9
121.275,-0.8915,-86.8
121.2917,-0.8915,-86.4
121.3083,-0.8915,-85.5
121.325,-0.8915,-84.1
121.3417,-0.8915,-82.1
121.3583,-0.8915,-78.9
121.375,-0.8915,-73.8
121.3917,-0.8915,-65.1
121.4083,-0.8915,-51.8
121.425,-0.8915,-34.3
121.4417,-0.8915,-15.3
121.4583,-0.8915,1.3
121.475,-0.8915,13.5
121.4917,-0.8915,21.1
121.5083,-0.8915,25.7
121.525,-0.8915,28.8
121.5417,-0.8915,30.9
121.5583,-0.8915,32.5
121.575,-0.8915,33.8
121.5917,-0.8915,35.1
121.6083,-0.8915,36.8
121.625,-0.8915,39
121.6417,-0.8915,41.1
121.6583,-0.8915,41.6
121.675,-0.8915,37.6
121.6917,-0.8915,27.1
121.7083,-0.8915,10.1
121.725,-0.8915,-9.7
121.7417,-0.8915,-26.7
121.7583,-0.8915,-36.4
121.775,-0.8915,-38.8
121.7917,-0.8915,-37.1
121.8083,-0.8915,-35.4
121.825,-0.8915,-36.3
121.8417,-0.8915,-38.9
121.8583,-0.8915,-41.3
121.875,-0.8915,-43.1
121.8917,-0.8915,-44.4
121.9083,-0.8915,-46.3
121.925,-0.8915,-48.4
121.9417,-0.8915,-47.6
121.9583,-0.8915,-40.9
121.975,-0.8915,-28.5
121.9917,-0.8915,-14.1
122.0083,-0.8915,-3.2
122.025,-0.8915,1
122.0417,-0.8915,0
122.0583,-0.8915,-2.4
122.075,-0.8915,-3.3
122.0917,-0.8915,-1.1
122.1083,-0.8915,4.8
122.125,-0.8915,12.8
122.1417,-0.8915,19.7
122.1583,-0.8915,22.8
122.175,-0.8915,23.3
122.1917,-0.8915,23.2
122.2083,-0.8915,23.7
122.225,-0.8915,25.7
122.2417,-0.8915,30
122.2583,-0.8915,37.2
122.275,-0.8915,47.7
122.2917,-0.8915,61
122.3083,-0.8915,76.4
122.325,-0.8915,91.7
122.3417,-0.8915,105.7
122.3583,-0.8915,116
122.375,-0.8915,121.9
122.3917,-0.8915,122.8
122.4083,-0.8915,119.4
122.425,-0.8915,113.4
122.4417,-0.8915,106.4
122.4583,-0.8915,100.7
122.475,-0.8915,97.5
122.4917,-0.8915,97.8
122.5083,-0.8915,101.4
122.525,-0.8915,107.4
122.5417,-0.8915,114.6
122.5583,-0.8915,121.3
122.575,-0.8915,126.8
122.5917,-0.8915,130.2
122.6083,-0.8915,131.8
122.625,-0.8915,132
122.6417,-0.8915,131.5
122.6583,-0.8915,131.1
122.675,-0.8915,131
122.6917,-0.8915,131.2
122.7083,-0.8915,130.9
122.725,-0.8915,129.4
122.7417,-0.8915,125.9
122.7583,-0.8915,120
122.775,-0.8915,111.7
122.7917,-0.8915,101.7
122.8083,-0.8915,91
122.825,-0.8915,81.1
122.8417,-0.8915,72.5
122.8583,-0.8915,66
122.875,-0.8915,61.1
122.8917,-0.8915,57.4
122.9083,-0.8915,54.3
122.925,-0.8915,51
122.9417,-0.8915,46.7
122.9583,-0.8915,41.5
122.975,-0.8915,35.2
122.9917,-0.8915,27.9
123.0083,-0.8915,18.6
123.025,-0.8915,7.7
123.0417,-0.8915,-4
123.0583,-0.8915,-15.1
123.075,-0.8915,-23
123.0917,-0.8915,-23.4
123.1083,-0.8915,-15.9
123.125,-0.8915,-6
123.1417,-0.8915,0.6
123.1583,-0.8915,2.4
123.175,-0.8915,2.4
123.1917,-0.8915,3.4
123.2083,-0.8915,7
123.225,-0.8915,13.1
123.2417,-0.8915,20.9
123.2583,-0.8915,28.7
123.275,-0.8915,35.1
123.2917,-0.8915,38.6
123.3083,-0.8915,38.5
123.325,-0.8915,34.9
123.3417,-0.8915,28.2
123.3583,-0.8915,19.6
123.375,-0.8915,9.7
123.3917,-0.8915,-1.4
123.4083,-0.8915,-15.7
123.425,-0.8915,-33.2
123.4417,-0.8915,-50.2
123.4583,-0.8915,-63.2
123.475,-0.8915,-71.2
123.4917,-0.8915,-75.3
123.5083,-0.8915,-77.1
123.525,-0.8915,-78.3
123.5417,-0.8915,-79.7
123.5583,-0.8915,-81.5
123.575,-0.8915,-84.3
123.5917,-0.8915,-87.8
123.6083,-0.8915,-90.4
123.625,-0.8915,-91.1
123.6417,-0.8915,-90.9
123.6583,-0.8915,-91.4
123.675,-0.8915,-93.2
123.6917,-0.8915,-96.2
123.7083,-0.8915,-100
123.725,-0.8915,-104.4
123.7417,-0.8915,-109
123.7583,-0.8915,-113.4
123.775,-0.8915,-118.1
123.7917,-0.8915,-123.6
123.8083,-0.8915,-130
123.825,-0.8915,-137.5
123.8417,-0.8915,-146.2
123.8583,-0.8915,-155.6
123.875,-0.8915,-164.1
123.8917,-0.8915,-170.4
123.9083,-0.8915,-175.2
123.925,-0.8915,-179.4
123.9417,-0.8915,-182.5
123.9583,-0.8915,-183.2
123.975,-0.8915,-181.1
123.9917,-0.8915,-177.1
124.0083,-0.8915,-172.5
120.0083,-0.9082,138.4
120.025,-0.9082,147.1
120.0417,-0.9082,147.9
120.0583,-0.9082,141.6
120.075,-0.9082,129.4
120.0917,-0.9082,113.3
120.1083,-0.9082,94.8
120.125,-0.9082,76
120.1417,-0.9082,57.8
120.1583,-0.9082,41.9
120.175,-0.9082,28.8
120.1917,-0.9082,19.5
120.2083,-0.9082,14
120.225,-0.9082,12.1
120.2417,-0.9082,13.6
120.2583,-0.9082,18
120.275,-0.9082,26
120.2917,-0.9082,34.2
120.3083,-0.9082,35.1
120.325,-0.9082,26.5
120.3417,-0.9082,15.2
120.3583,-0.9082,8.3
120.375,-0.9082,6.1
120.3917,-0.9082,6.1
120.4083,-0.9082,6.5
120.425,-0.9082,7.1
120.4417,-0.9082,8.4
120.4583,-0.9082,10.7
120.475,-0.9082,13.1
120.4917,-0.9082,14.4
120.5083,-0.9082,15.5
120.525,-0.9082,17
120.5417,-0.9082,17
120.5583,-0.9082,14.1
120.575,-0.9082,9
120.5917,-0.9082,3.9
120.6083,-0.9082,0.1
120.625,-0.9082,-1.6
120.6417,-0.9082,-2
120.6583,-0.9082,-1.2
120.675,-0.9082,0.7
120.6917,-0.9082,3.7
120.7083,-0.9082,7.9
120.725,-0.9082,12.1
120.7417,-0.9082,14.8
120.7583,-0.9082,14.6
120.775,-0.9082,12.2
120.7917,-0.9082,8.9
120.8083,-0.9082,5.5
120.825,-0.9082,2.4
120.8417,-0.9082,-0.4
120.8583,-0.9082,-2.9
120.875,-0.9082,-4.5
120.8917,-0.9082,-5.4
120.9083,-0.9082,-7.5
120.925,-0.9082,-12
120.9417,-0.9082,-18.3
120.9583,-0.9082,-25.3
120.975,-0.9082,-33.3
120.9917,-0.9082,-42.6
121.0083,-0.9082,-52.4
121.025,-0.9082,-61.1
121.0417,-0.9082,-68.3
121.0583,-0.9082,-74.5
121.075,-0.9082,-80.3
121.0917,-0.9082,-85.9
121.1083,-0.9082,-90.6
121.125,-0.9082,-94.2
121.1417,-0.9082,-96.7
121.1583,-0.9082,-97.9
121.175,-0.9082,-97.7
121.1917,-0.9082,-96.3
121.2083,-0.9082,-94.4
121.225,-0.9082,-93.1
121.2417,-0.9082,-92.3
121.2583,-0.9082,-91.9
121.275,-0.9082,-91.3
121.2917,-0.9082,-90.3
121.3083,-0.9082,-88.6
121.325,-0.9082,-86.2
121.3417,-0.9082,-82.7
121.3583,-0.9082,-77.7
121.375,-0.9082,-70.2
121.3917,-0.9082,-58.6
121.4083,-0.9082,-42
121.425,-0.9082,-21.8
121.4417,-0.9082,-1.5
121.4583,-0.9082,14.9
121.475,-0.9082,26.5
121.4917,-0.9082,34.2
121.5083,-0.9082,39.8
121.525,-0.9082,43.8
121.5417,-0.9082,46.9
121.5583,-0.9082,49
121.575,-0.9082,50.3
121.5917,-0.9082,51.1
121.6083,-0.9082,51.5
121.625,-0.9082,51.8
121.6417,-0.9082,51.7
121.6583,-0.9082,49.9
121.675,-0.9082,44.2
121.6917,-0.9082,32.3
121.7083,-0.9082,13.4
121.725,-0.9082,-8.5
121.7417,-0.9082,-26.1
121.7583,-0.9082,-34.1
121.775,-0.9082,-33.6
121.7917,-0.9082,-29.8
121.8083,-0.9082,-27.4
121.825,-0.9082,-28.1
121.8417,-0.9082,-30.5
121.8583,-0.9082,-32.6
121.875,-0.9082,-34.1
121.8917,-0.9082,-35.7
121.9083,-0.9082,-38.4
121.925,-0.9082,-41.1
121.9417,-0.9082,-39.5
121.9583,-0.9082,-30
121.975,-0.9082,-13.7
121.9917,-0.9082,3.9
122.0083,-0.9082,15.7
122.025,-0.9082,18.5
122.0417,-0.9082,14.1
122.0583,-0.9082,7.5
122.075,-0.9082,3
122.0917,-0.9082,2.9
122.1083,-0.9082,7.4
122.125,-0.9082,14.3
122.1417,-0.9082,20
122.1583,-0.9082,22.3
122.175,-0.9082,22.5
122.1917,-0.9082,22.1
122.2083,-0.9082,22.6
122.225,-0.9082,24.9
122.2417,-0.9082,30
122.2583,-0.9082,38.6
122.275,-0.9082,51.2
122.2917,-0.9082,67.1
122.3083,-0.9082,85.4
122.325,-0.9082,103.7
122.3417,-0.9082,120.4
122.3583,-0.9082,133.1
122.375,-0.9082,140.8
122.3917,-0.9082,143
122.4083,-0.9082,140.4
122.425,-0.9082,134.8
122.4417,-0.9082,128.1
122.4583,-0.9082,122.6
122.475,-0.9082,119.9
122.4917,-0.9082,120.8
122.5083,-0.9082,125.3
122.525,-0.9082,132.2
122.5417,-0.9082,140.4
122.5583,-0.9082,147.9
122.575,-0.9082,153.8
122.5917,-0.9082,157.1
122.6083,-0.9082,157.9
122.625,-0.9082,156.6
122.6417,-0.9082,153.7
122.6583,-0.9082,150.3
122.675,-0.9082,146.4
122.6917,-0.9082,142.2
122.7083,-0.9082,137.3
122.725,-0.9082,131.2
122.7417,-0.9082,123.3
122.7583,-0.9082,113.5
122.775,-0.9082,102
122.7917,-0.9082,89.8
122.8083,-0.9082,77.7
122.825,-0.9082,67.5
122.8417,-0.9082,59.5
122.8583,-0.9082,53.9
122.875,-0.9082,50
122.8917,-0.9082,47.1
122.9083,-0.9082,45.1
122.925,-0.9082,43.1
122.9417,-0.9082,40.3
122.9583,-0.9082,36.5
122.975,-0.9082,31.7
122.9917,-0.9082,25.9
123.0083,-0.9082,16.9
123.025,-0.9082,4.5
123.0417,-0.9082,-9.4
123.0583,-0.9082,-21.5
123.075,-0.9082,-28
123.0917,-0.9082,-27.1
123.1083,-0.9082,-18.5
123.125,-0.9082,-6.8
123.1417,-0.9082,1.5
123.1583,-0.9082,4.3
123.175,-0.9082,4.4
123.1917,-0.9082,5.2
123.2083,-0.9082,8.3
123.225,-0.9082,13.5
123.2417,-0.9082,20.2
123.2583,-0.9082,26.6
123.275,-0.9082,31.5
123.2917,-0.9082,33.5
123.3083,-0.9082,32.2
123.325,-0.9082,27.7
123.3417,-0.9082,20.4
123.3583,-0.9082,11.7
123.375,-0.9082,1.9
123.3917,-0.9082,-9.3
123.4083,-0.9082,-24.2
123.425,-0.9082,-42.3
123.4417,-0.9082,-59.6
123.4583,-0.9082,-72.8
123.475,-0.9082,-80.8
123.4917,-0.9082,-84.9
123.5083,-0.9082,-86.7
123.525,-0.9082,-87.7
123.5417,-0.9082,-88.9
123.5583,-0.9082,-90.6
123.575,-0.9082,-93.2
123.5917,-0.9082,-96.3
123.6083,-0.9082,-98.3
123.625,-0.9082,-98.3
123.6417,-0.9082,-97.3
123.6583,-0.9082,-97.1
123.675,-0.9082,-98
123.6917,-0.9082,-99.8
123.7083,-0.9082,-102.5
123.725,-0.9082,-105.8
123.7417,-0.9082,-109.5
123.7583,-0.9082,-113
123.775,-0.9082,-116.8
123.7917,-0.9082,-121.4
123.8083,-0.9082,-127.1
123.825,-0.9082,-134
123.8417,-0.9082,-142.1
123.8583,-0.9082,-150.6
123.875,-0.9082,-158.2
123.8917,-0.9082,-163.5
123.9083,-0.9082,-167.6
123.925,-0.9082,-171.1
123.9417,-0.9082,-173.6
123.9583,-0.9082,-173.8
123.975,-0.9082,-171.3
123.9917,-0.9082,-167.1
124.0083,-0.9082,-162.7
120.0083,-0.9249,132
120.025,-0.9249,142.6
120.0417,-0.9249,145.9
120.0583,-0.9249,142.4
120.075,-0.9249,133.3
120.0917,-0.9249,120.1
120.1083,-0.9249,104.2
120.125,-0.9249,87
120.1417,-0.9249,69.4
120.1583,-0.9249,52.8
120.175,-0.9249,37.9
120.1917,-0.9249,25.6
120.2083,-0.9249,16.3
120.225,-0.9249,10.5
120.2417,-0.9249,8
120.2583,-0.9249,8.9
120.275,-0.9249,13.6
120.2917,-0.9249,20.7
120.3083,-0.9249,24.3
120.325,-0.9249,20.6
120.3417,-0.9249,13.7
120.3583,-0.9249,9.3
120.375,-0.9249,8.1
120.3917,-0.9249,8.1
120.4083,-0.9249,8.2
120.425,-0.9249,8
120.4417,-0.9249,7.8
120.4583,-0.9249,7.8
120.475,-0.9249,8
120.4917,-0.9249,8.3
120.5083,-0.9249,9.4
120.525,-0.9249,10.6
120.5417,-0.9249,10
120.5583,-0.9249,6.2
120.575,-0.9249,0.2
120.5917,-0.9249,-5.2
120.6083,-0.9249,-9.5
120.625,-0.9249,-12.3
120.6417,-0.9249,-14.2
120.6583,-0.9249,-15
120.675,-0.9249,-14.3
120.6917,-0.9249,-11.9
120.7083,-0.9249,-8.1
120.725,-0.9249,-4.3
120.7417,-0.9249,-2
120.7583,-0.9249,-2.3
120.775,-0.9249,-4.8
120.7917,-0.9249,-8.5
120.8083,-0.9249,-12.2
120.825,-0.9249,-15.3
120.8417,-0.9249,-17.9
120.8583,-0.9249,-20
120.875,-0.9249,-21.4
120.8917,-0.9249,-22.4
120.9083,-0.9249,-24.8
120.925,-0.9249,-29.6
120.9417,-0.9249,-36.1
120.9583,-0.9249,-42.9
120.975,-0.9249,-50.3
120.9917,-0.9249,-58.7
121.0083,-0.9249,-67.3
121.025,-0.9249,-74.7
121.0417,-0.9249,-80.9
121.0583,-0.9249,-86.1
121.075,-0.9249,-90.8
121.0917,-0.9249,-95.1
121.1083,-0.9249,-98.7
121.125,-0.9249,-101.4
121.1417,-0.9249,-103.1
121.1583,-0.9249,-103.8
121.175,-0.9249,-102.9
121.1917,-0.9249,-100.4
121.2083,-0.9249,-97.8
121.225,-0.9249,-96.2
121.2417,-0.9249,-95.3
121.2583,-0.9249,-94.7
121.275,-0.9249,-93.9
121.2917,-0.9249,-92.8
121.3083,-0.9249,-90.5
121.325,-0.9249,-86.3
121.3417,-0.9249,-80.3
121.3583,-0.9249,-72.6
121.375,-0.9249,-62.2
121.3917,-0.9249,-47.6
121.4083,-0.9249,-28.4
121.425,-0.9249,-6.6
121.4417,-0.9249,14.2
121.4583,-0.9249,30.3
121.475,-0.9249,41.5
121.4917,-0.9249,49.5
121.5083,-0.9249,55.9
121.525,-0.9249,61.2
121.5417,-0.9249,65.4
121.5583,-0.9249,68.3
121.575,-0.9249,70.1
121.5917,-0.9249,70.6
121.6083,-0.9249,70.1
121.625,-0.9249,68.7
121.6417,-0.9249,66.1
121.6583,-0.9249,62
121.675,-0.9249,54.6
121.6917,-0.9249,41.7
121.7083,-0.9249,21.4
121.725,-0.9249,-1.6
121.7417,-0.9249,-18.5
121.7583,-0.9249,-23.2
121.775,-0.9249,-18.8
121.7917,-0.9249,-13.1
121.8083,-0.9249,-10.1
121.825,-0.9249,-10.3
121.8417,-0.9249,-12.1
121.8583,-0.9249,-13.9
121.875,-0.9249,-15.9
121.8917,-0.9249,-19
121.9083,-0.9249,-23.9
121.925,-0.9249,-28.3
121.9417,-0.9249,-25.5
121.9583,-0.9249,-11.4
121.975,-0.9249,10.5
121.9917,-0.9249,31.2
122.0083,-0.9249,42.3
122.025,-0.9249,41.1
122.0417,-0.9249,31.2
122.0583,-0.9249,19.5
122.075,-0.9249,11.3
122.0917,-0.9249,9.6
122.1083,-0.9249,13.4
122.125,-0.9249,19.3
122.1417,-0.9249,23.7
122.1583,-0.9249,25.5
122.175,-0.9249,25.8
122.1917,-0.9249,25.7
122.2083,-0.9249,26.4
122.225,-0.9249,29.1
122.2417,-0.9249,34.9
122.2583,-0.9249,44.6
122.275,-0.9249,58.8
122.2917,-0.9249,76.6
122.3083,-0.9249,97
122.325,-0.9249,117.6
122.3417,-0.9249,136.4
122.3583,-0.9249,150.9
122.375,-0.9249,160
122.3917,-0.9249,163.1
122.4083,-0.9249,161.1
122.425,-0.9249,155.9
122.4417,-0.9249,149.3
122.4583,-0.9249,144.1
122.475,-0.9249,141.7
122.4917,-0.9249,143
122.5083,-0.9249,147.9
122.525,-0.9249,155.3
122.5417,-0.9249,163.8
122.5583,-0.9249,171.4
122.575,-0.9249,176.9
122.5917,-0.9249,179.4
122.6083,-0.9249,178.7
122.625,-0.9249,175.3
122.6417,-0.9249,169.7
122.6583,-0.9249,162.8
122.675,-0.9249,155.1
122.6917,-0.9249,146.6
122.7083,-0.9249,137.4
122.725,-0.9249,127.1
122.7417,-0.9249,115.5
122.7583,-0.9249,102.7
122.775,-0.9249,88.9
122.7917,-0.9249,75.3
122.8083,-0.9249,62.6
122.825,-0.9249,52.5
122.8417,-0.9249,45.6
122.8583,-0.9249,40.9
122.875,-0.9249,37.3
122.8917,-0.9249,34.1
122.9083,-0.9249,31.7
122.925,-0.9249,30.2
122.9417,-0.9249,28.6
122.9583,-0.9249,26.3
122.975,-0.9249,23.2
122.9917,-0.9249,19
123.0083,-0.9249,10.1
123.025,-0.9249,-4.3
123.0417,-0.9249,-20.3
123.0583,-0.9249,-31.7
123.075,-0.9249,-35.7
123.0917,-0.9249,-32.5
123.1083,-0.9249,-22.6
123.125,-0.9249,-9.3
123.1417,-0.9249,1.2
123.1583,-0.9249,5.4
123.175,-0.9249,6.4
123.1917,-0.9249,7.7
123.2083,-0.9249,10.8
123.225,-0.9249,15.5
123.2417,-0.9249,21.3
123.2583,-0.9249,26.5
123.275,-0.9249,30.1
123.2917,-0.9249,30.9
123.3083,-0.9249,28.6
123.325,-0.9249,23.3
123.3417,-0.9249,15.7
123.3583,-0.9249,7
123.375,-0.9249,-2.5
123.3917,-0.9249,-13.4
123.4083,-0.9249,-27.9
123.425,-0.9249,-45.7
123.4417,-0.9249,-63.2
123.4583,-0.9249,-77.2
123.475,-0.9249,-86.5
123.4917,-0.9249,-91.8
123.5083,-0.9249,-94.6
123.525,-0.9249,-96
123.5417,-0.9249,-97.3
123.5583,-0.9249,-98.8
123.575,-0.9249,-100.9
123.5917,-0.9249,-102.9
123.6083,-0.9249,-103.8
123.625,-0.9249,-103.1
123.6417,-0.9249,-101.8
123.6583,-0.9249,-101.2
123.675,-0.9249,-101.5
123.6917,-0.9249,-102.6
123.7083,-0.9249,-104.5
123.725,-0.9249,-107.4
123.7417,-0.9249,-110.6
123.7583,-0.9249,-113.7
123.775,-0.9249,-117
123.7917,-0.9249,-120.9
123.8083,-0.9249,-125.7
123.825,-0.9249,-131.6
123.8417,-0.9249,-138.5
123.8583,-0.9249,-145.8
123.875,-0.9249,-152.1
123.8917,-0.9249,-156.6
123.9083,-0.9249,-159.9
123.925,-0.9249,-162.6
123.9417,-0.9249,-164.4
123.9583,-0.9249,-164.2
123.975,-0.9249,-161.8
123.9917,-0.9249,-157.9
124.0083,-0.9249,-153.9
120.0083,-0.9415,125.8
120.025,-0.9415,138.1
120.0417,-0.9415,143.8
120.0583,-0.9415,143.3
120.075,-0.9415,137.5
120.0917,-0.9415,127.7
120.1083,-0.9415,114.8
120.125,-0.9415,100
120.1417,-0.9415,83.6
120.1583,-0.9415,67
120.175,-0.9415,50.6
120.1917,-0.9415,35.7
120.2083,-0.9415,22.9
120.225,-0.9415,13.2
120.2417,-0.9415,6.8
120.2583,-0.9415,4.2
120.275,-0.9415,5.3
120.2917,-0.9415,9.5
120.3083,-0.9415,13.7
120.325,-0.9415,14.4
120.3417,-0.9415,12.9
120.3583,-0.9415,12.1
120.375,-0.9415,12.7
120.3917,-0.9415,13.3
120.4083,-0.9415,13.2
120.425,-0.9415,12.1
120.4417,-0.9415,10
120.4583,-0.9415,7
120.475,-0.9415,4.2
120.4917,-0.9415,2.4
120.5083,-0.9415,2.2
120.525,-0.9415,2.6
120.5417,-0.9415,1.1
120.5583,-0.9415,-3.6
120.575,-0.9415,-10.2
120.5917,-0.9415,-15.9
120.6083,-0.9415,-20.3
120.625,-0.9415,-23.8
120.6417,-0.9415,-26.8
120.6583,-0.9415,-28.7
120.675,-0.9415,-28.9
120.6917,-0.9415,-27.2
120.7083,-0.9415,-24
120.725,-0.9415,-21
120.7417,-0.9415,-19.3
120.7583,-0.9415,-20
120.775,-0.9415,-22.5
120.7917,-0.9415,-26.3
120.8083,-0.9415,-30
120.825,-0.9415,-33
120.8417,-0.9415,-35.3
120.8583,-0.9415,-37.1
120.875,-0.9415,-38.4
120.8917,-0.9415,-39.8
120.9083,-0.9415,-42.7
120.925,-0.9415,-47.9
120.9417,-0.9415,-54.4
120.9583,-0.9415,-61
120.975,-0.9415,-67.6
120.9917,-0.9415,-74.8
121.0083,-0.9415,-81.9
121.025,-0.9415,-87.9
121.0417,-0.9415,-92.8
121.0583,-0.9415,-96.9
121.075,-0.9415,-100.5
121.0917,-0.9415,-103.4
121.1083,-0.9415,-105.6
121.125,-0.9415,-107.1
121.1417,-0.9415,-107.9
121.1583,-0.9415,-107.9
121.175,-0.9415,-106.1
121.1917,-0.9415,-102.5
121.2083,-0.9415,-98.8
121.225,-0.9415,-96.7
121.2417,-0.9415,-95.8
121.2583,-0.9415,-95.1
121.275,-0.9415,-94.4
121.2917,-0.9415,-93.5
121.3083,-0.9415,-90.5
121.325,-0.9415,-84.1
121.3417,-0.9415,-74.9
121.3583,-0.9415,-63.7
121.375,-0.9415,-49.8
121.3917,-0.9415,-32.1
121.4083,-0.9415,-10.8
121.425,-0.9415,11.5
121.4417,-0.9415,31.4
121.4583,-0.9415,46.2
121.475,-0.9415,56.7
121.4917,-0.9415,64.9
121.5083,-0.9415,72.2
121.525,-0.9415,78.9
121.5417,-0.9415,84.6
121.5583,-0.9415,89.1
121.575,-0.9415,92.1
121.5917,-0.9415,93.1
121.6083,-0.9415,92.2
121.625,-0.9415,89.3
121.6417,-0.9415,84.3
121.6583,-0.9415,77.4
121.675,-0.9415,67.8
121.6917,-0.9415,54.4
121.7083,-0.9415,35.7
121.725,-0.9415,15.2
121.7417,-0.9415,1.2
121.7583,-0.9415,0.2
121.775,-0.9415,7.9
121.7917,-0.9415,15.5
121.8083,-0.9415,20.1
121.825,-0.9415,21.8
121.8417,-0.9415,21.3
121.8583,-0.9415,19
121.875,-0.9415,14.6
121.8917,-0.9415,7.8
121.9083,-0.9415,-1.3
121.925,-0.9415,-8.9
121.9417,-0.9415,-5.6
121.9583,-0.9415,13.3
121.975,-0.9415,39.4
121.9917,-0.9415,59.8
122.0083,-0.9415,66.3
122.025,-0.9415,60.4
122.0417,-0.9415,47.4
122.0583,-0.9415,33.3
122.075,-0.9415,23.5
122.0917,-0.9415,20.8
122.1083,-0.9415,23.7
122.125,-0.9415,28.1
122.1417,-0.9415,31.6
122.1583,-0.9415,33.5
122.175,-0.9415,34.4
122.1917,-0.9415,34.9
122.2083,-0.9415,36.1
122.225,-0.9415,39.2
122.2417,-0.9415,45.6
122.2583,-0.9415,56
122.275,-0.9415,71.2
122.2917,-0.9415,90.1
122.3083,-0.9415,111.9
122.325,-0.9415,133.8
122.3417,-0.9415,153.9
122.3583,-0.9415,169.4
122.375,-0.9415,179.3
122.3917,-0.9415,182.9
122.4083,-0.9415,181.1
122.425,-0.9415,176
122.4417,-0.9415,169.4
122.4583,-0.9415,164.2
122.475,-0.9415,161.7
122.4917,-0.9415,163
122.5083,-0.9415,167.8
122.525,-0.9415,175
122.5417,-0.9415,183
122.5583,-0.9415,189.9
122.575,-0.9415,194.3
122.5917,-0.9415,195.3
122.6083,-0.9415,192.6
122.625,-0.9415,186.8
122.6417,-0.9415,178.2
122.6583,-0.9415,168.1
122.675,-0.9415,156.6
122.6917,-0.9415,144.5
122.7083,-0.9415,131.6
122.725,-0.9415,118.1
122.7417,-0.9415,103.7
122.7583,-0.9415,89.1
122.775,-0.9415,74.2
122.7917,-0.9415,60.1
122.8083,-0.9415,47.2
122.825,-0.9415,37.7
122.8417,-0.9415,31.8
122.8583,-0.9415,27.8
122.875,-0.9415,23.8
122.8917,-0.9415,19.3
122.9083,-0.9415,15.6
122.925,-0.9415,13.9
122.9417,-0.9415,13.4
122.9583,-0.9415,12.7
122.975,-0.9415,11.6
122.9917,-0.9415,8.8
123.0083,-0.9415,0
123.025,-0.9415,-15.9
123.0417,-0.9415,-32.7
123.0583,-0.9415,-42.6
123.075,-0.9415,-44.3
123.0917,-0.9415,-39.7
123.1083,-0.9415,-29.6
123.125,-0.9415,-15.9
123.1417,-0.9415,-3.8
123.1583,-0.9415,2.9
123.175,-0.9415,6.5
123.1917,-0.9415,9.7
123.2083,-0.9415,13.6
123.225,-0.9415,18.4
123.2417,-0.9415,23.4
123.2583,-0.9415,27.7
123.275,-0.9415,30.2
123.2917,-0.9415,30
123.3083,-0.9415,26.9
123.325,-0.9415,21.2
123.3417,-0.9415,13.5
123.3583,-0.9415,5
123.375,-0.9415,-4.1
123.3917,-0.9415,-14.4
123.4083,-0.9415,-28.1
123.425,-0.9415,-45.2
123.4417,-0.9415,-62.7
123.4583,-0.9415,-77.5
123.475,-0.9415,-88.3
123.4917,-0.9415,-95.4
123.5083,-0.9415,-99.6
123.525,-0.9415,-102
123.5417,-0.9415,-103.8
123.5583,-0.9415,-105.5
123.575,-0.9415,-107
123.5917,-0.9415,-107.8
123.6083,-0.9415,-107.3
123.625,-0.9415,-105.9
123.6417,-0.9415,-104.4
123.6583,-0.9415,-103.6
123.675,-0.9415,-103.5
123.6917,-0.9415,-104.1
123.7083,-0.9415,-105.8
123.725,-0.9415,-108.5
123.7417,-0.9415,-111.7
